time,target,action,lib,width,height,mem_before_mb,mem_after_mb,mem_delta_mb,cpu_pct,elapsed_s
2026-09-14 18:08:12,webcam#25,frame,opencv,1280,720,136.5,139.1,2.6,49.6,0.0248
2026-09-14 18:08:12,webcam#26,frame,opencv,1280,720,136.5,139.1,2.6,94.6,0.0258
2026-09-14 18:08:12,webcam#27,frame,opencv,1280,720,136.5,139.1,2.6,50.9,0.0231
2026-09-14 18:08:12,webcam#28,frame,opencv,1280,720,136.5,139.1,2.6,49.9,0.0252
2026-09-14 18:08:12,webcam#29,frame,opencv,1280,720,136.5,139.1,2.6,48.2,0.0252
2026-09-14 18:08:12,webcam#30,frame,opencv,1280,720,136.5,139.1,2.6,230.7,0.0272
2026-09-14 18:08:12,webcam#31,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0241
2026-09-14 18:08:12,webcam#32,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0286
2026-09-14 18:08:12,webcam#33,frame,opencv,1280,720,136.5,139.1,2.6,70.3,0.0378
2026-09-14 18:08:12,webcam#34,frame,opencv,1280,720,136.5,139.1,2.6,47.8,0.0264
2026-09-14 18:08:12,webcam#35,frame,opencv,1280,720,136.5,139.1,2.6,47.9,0.026
2026-09-14 18:08:12,webcam#36,frame,opencv,1280,720,136.5,139.1,2.6,49.1,0.0251
2026-09-14 18:08:12,webcam#37,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0261
2026-09-14 18:08:12,webcam#38,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0227
2026-09-14 18:08:12,webcam#39,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0252
2026-09-14 18:08:12,webcam#40,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.024
2026-09-14 18:08:12,webcam#41,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.025
2026-09-14 18:08:12,webcam#42,frame,opencv,1280,720,136.5,139.1,2.6,48.0,0.0256
2026-09-14 18:08:12,webcam#43,frame,opencv,1280,720,136.5,139.1,2.6,48.2,0.0252
2026-09-14 18:08:12,webcam#44,frame,opencv,1280,720,136.5,139.1,2.6,48.1,0.0233
2026-09-14 18:08:12,webcam#45,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.024
2026-09-14 18:08:12,webcam#46,frame,opencv,1280,720,136.5,139.1,2.6,48.5,0.0248
2026-09-14 18:08:12,webcam#47,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0415
2026-09-14 18:08:12,webcam#48,frame,opencv,1280,720,136.5,139.1,2.6,50.9,0.0235
2026-09-14 18:08:12,webcam#49,frame,opencv,1280,720,136.5,139.1,2.6,47.5,0.0253
2026-09-14 18:08:12,webcam#50,frame,opencv,1280,720,136.5,139.1,2.6,147.9,0.0243
2026-09-14 18:08:12,webcam#51,frame,opencv,1280,720,136.5,139.1,2.6,224.8,0.027
2026-09-14 18:08:12,webcam#52,frame,opencv,1280,720,136.5,139.1,2.6,51.6,0.022
2026-09-14 18:08:13,webcam#53,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0257
2026-09-14 18:08:13,webcam#54,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0232
2026-09-14 18:08:13,webcam#55,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0257
2026-09-14 18:08:13,webcam#56,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0235
2026-09-14 18:08:13,webcam#57,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0486
2026-09-14 18:08:13,webcam#58,frame,opencv,1280,720,136.5,139.1,2.6,148.3,0.0026
2026-09-14 18:08:13,webcam#59,frame,opencv,1280,720,136.5,139.1,2.6,0.0,0.0232
2026-09-14 18:08:13,webcam#60,frame,opencv,1280,720,136.5,142.8,6.3,0.0,0.0736
2026-09-14 18:08:13,webcam#61,frame,opencv,1280,720,140.2,146.4,6.2,135.1,0.003
2026-09-14 18:08:13,webcam#62,frame,opencv,1280,720,143.8,146.4,2.6,0.0,0.0141
2026-09-14 18:08:13,webcam#63,frame,opencv,1280,720,143.8,146.4,2.6,51.0,0.0229
2026-09-14 18:08:13,webcam#64,frame,opencv,1280,720,143.8,146.4,2.6,49.8,0.024
2026-09-14 18:08:13,webcam#65,frame,opencv,1280,720,143.8,146.4,2.6,35.6,0.0365
2026-09-14 18:08:13,webcam#66,frame,opencv,1280,720,143.8,146.4,2.6,0.0,0.014
2026-09-14 18:08:13,webcam#67,frame,opencv,1280,720,143.8,146.4,2.6,50.0,0.0238
2026-09-14 18:08:13,webcam#68,frame,opencv,1280,720,143.8,146.4,2.6,44.5,0.0278
